DATE,LOCAL.TIME..SENSOR.,COUNTLINENAME,DIRECTION,CAR,PEDESTRIAN,CYCLIST,MOTORBIKE,BUS,OGV1,OGV2,LGV,DAY
2021-05-29T00:00:00Z,2021-05-29T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,in,4,122,3,1,0,0,0,0,Sat
2021-05-29T00:00:00Z,2021-05-29T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,in,2,230,16,0,0,0,0,0,Sat
2021-05-29T00:00:00Z,2021-05-29T01:00:00Z,LBS15_ButterHill_Road_S53,in,1719,41,137,39,0,2,0,229,Sat
2021-05-29T00:00:00Z,2021-05-29T01:00:00Z,LBS15_ButterHill_Crossing_S53,out,0,103,36,1,0,0,0,0,Sat
2021-05-29T00:00:00Z,2021-05-29T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,out,0,128,3,0,0,0,0,0,Sat
2021-05-29T00:00:00Z,2021-05-29T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,out,0,224,7,0,0,0,0,0,Sat
2021-05-29T00:00:00Z,2021-05-29T01:00:00Z,LBS15_ButterHill_Road_S53,out,1648,25,115,41,2,1,0,135,Sat
2021-05-30T00:00:00Z,2021-05-30T01:00:00Z,LBS15_ButterHill_Crossing_S53,in,3,114,17,0,0,0,0,0,Sun
2021-05-30T00:00:00Z,2021-05-30T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,in,2,121,5,0,0,0,0,0,Sun
2021-05-30T00:00:00Z,2021-05-30T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,in,1,194,20,0,0,0,0,0,Sun
2021-05-30T00:00:00Z,2021-05-30T01:00:00Z,LBS15_ButterHill_Road_S53,in,1277,28,120,28,2,0,0,129,Sun
2021-05-30T00:00:00Z,2021-05-30T01:00:00Z,LBS15_ButterHill_Crossing_S53,out,0,59,44,0,0,0,0,0,Sun
2021-05-30T00:00:00Z,2021-05-30T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,out,0,146,3,0,0,0,0,0,Sun
2021-05-30T00:00:00Z,2021-05-30T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,out,0,186,13,0,0,0,0,0,Sun
2021-05-30T00:00:00Z,2021-05-30T01:00:00Z,LBS15_ButterHill_Road_S53,out,1256,31,113,34,4,4,0,73,Sun
2021-05-31T00:00:00Z,2021-05-31T01:00:00Z,LBS15_ButterHill_Crossing_S53,in,3,104,18,0,0,0,0,1,Mon
2021-05-31T00:00:00Z,2021-05-31T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,in,3,114,3,0,0,0,0,0,Mon
2021-05-31T00:00:00Z,2021-05-31T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,in,2,189,21,0,0,0,0,0,Mon
2021-05-31T00:00:00Z,2021-05-31T01:00:00Z,LBS15_ButterHill_Road_S53,in,1244,28,120,26,0,4,0,141,Mon
2021-05-31T00:00:00Z,2021-05-31T01:00:00Z,LBS15_ButterHill_Crossing_S53,out,0,75,32,1,0,0,0,0,Mon
2021-05-31T00:00:00Z,2021-05-31T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,out,0,145,1,0,0,0,0,0,Mon
2021-05-31T00:00:00Z,2021-05-31T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,out,1,187,13,0,0,0,0,0,Mon
2021-05-31T00:00:00Z,2021-05-31T01:00:00Z,LBS15_ButterHill_Road_S53,out,1243,26,114,21,3,3,3,106,Mon
2021-06-01T00:00:00Z,2021-06-01T01:00:00Z,LBS15_ButterHill_Crossing_S53,in,8,118,29,1,0,0,0,0,Tue
2021-06-01T00:00:00Z,2021-06-01T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,in,2,116,2,0,3,0,0,1,Tue
2021-06-01T00:00:00Z,2021-06-01T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,in,3,194,28,0,0,0,0,1,Tue
2021-06-01T00:00:00Z,2021-06-01T01:00:00Z,LBS15_ButterHill_Road_S53,in,1584,32,143,37,4,3,0,288,Tue
2021-06-01T00:00:00Z,2021-06-01T01:00:00Z,LBS15_ButterHill_Crossing_S53,out,0,77,46,0,0,0,0,1,Tue
2021-06-01T00:00:00Z,2021-06-01T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,out,0,142,5,1,0,0,0,0,Tue
2021-06-01T00:00:00Z,2021-06-01T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,out,1,206,13,0,0,0,0,0,Tue
2021-06-01T00:00:00Z,2021-06-01T01:00:00Z,LBS15_ButterHill_Road_S53,out,1499,16,79,53,7,10,2,265,Tue
2021-06-02T00:00:00Z,2021-06-02T01:00:00Z,LBS15_ButterHill_Crossing_S53,in,4,109,14,0,0,0,0,3,Wed
2021-06-02T00:00:00Z,2021-06-02T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,in,6,92,3,0,4,0,0,0,Wed
2021-06-02T00:00:00Z,2021-06-02T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,in,1,219,25,0,0,0,0,0,Wed
2021-06-02T00:00:00Z,2021-06-02T01:00:00Z,LBS15_ButterHill_Road_S53,in,1729,42,106,61,2,8,0,376,Wed
2021-06-02T00:00:00Z,2021-06-02T01:00:00Z,LBS15_ButterHill_Crossing_S53,out,0,102,36,1,0,0,0,0,Wed
2021-06-02T00:00:00Z,2021-06-02T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,out,0,135,2,0,0,0,0,0,Wed
2021-06-02T00:00:00Z,2021-06-02T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,out,0,191,5,0,0,0,0,0,Wed
2021-06-02T00:00:00Z,2021-06-02T01:00:00Z,LBS15_ButterHill_Road_S53,out,1576,26,100,57,2,6,2,287,Wed
2021-06-03T00:00:00Z,2021-06-03T01:00:00Z,LBS15_ButterHill_Crossing_S53,in,3,136,17,0,0,0,0,1,Thu
2021-06-03T00:00:00Z,2021-06-03T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,in,9,85,1,0,0,0,0,1,Thu
2021-06-03T00:00:00Z,2021-06-03T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,in,4,226,20,0,0,0,0,0,Thu
2021-06-03T00:00:00Z,2021-06-03T01:00:00Z,LBS15_ButterHill_Road_S53,in,1718,44,120,45,2,7,0,401,Thu
2021-06-03T00:00:00Z,2021-06-03T01:00:00Z,LBS15_ButterHill_Crossing_S53,out,0,100,31,2,0,0,0,0,Thu
2021-06-03T00:00:00Z,2021-06-03T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,out,0,130,3,0,0,0,0,0,Thu
2021-06-03T00:00:00Z,2021-06-03T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,out,0,220,9,0,0,0,0,0,Thu
2021-06-03T00:00:00Z,2021-06-03T01:00:00Z,LBS15_ButterHill_Road_S53,out,1674,22,120,42,6,8,0,309,Thu
2021-06-04T00:00:00Z,2021-06-04T01:00:00Z,LBS15_ButterHill_Crossing_S53,in,1,95,4,0,0,0,0,0,Fri
2021-06-04T00:00:00Z,2021-06-04T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,in,5,85,1,0,0,0,0,1,Fri
2021-06-04T00:00:00Z,2021-06-04T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,in,2,174,6,0,0,0,0,0,Fri
2021-06-04T00:00:00Z,2021-06-04T01:00:00Z,LBS15_ButterHill_Road_S53,in,1831,32,47,59,1,11,0,379,Fri
2021-06-04T00:00:00Z,2021-06-04T01:00:00Z,LBS15_ButterHill_Crossing_S53,out,0,75,10,1,0,0,0,0,Fri
2021-06-04T00:00:00Z,2021-06-04T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,out,0,96,1,0,0,0,0,0,Fri
2021-06-04T00:00:00Z,2021-06-04T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,out,1,174,5,1,0,0,0,0,Fri
2021-06-04T00:00:00Z,2021-06-04T01:00:00Z,LBS15_ButterHill_Road_S53,out,1673,14,54,51,2,9,0,324,Fri
2021-06-05T00:00:00Z,2021-06-05T01:00:00Z,LBS15_ButterHill_Crossing_S53,in,3,146,22,0,0,0,0,0,Sat
2021-06-05T00:00:00Z,2021-06-05T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,in,4,139,5,0,0,0,0,3,Sat
2021-06-05T00:00:00Z,2021-06-05T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,in,1,216,17,2,0,0,0,0,Sat
2021-06-05T00:00:00Z,2021-06-05T01:00:00Z,LBS15_ButterHill_Road_S53,in,1667,62,127,50,1,5,0,226,Sat
2021-06-05T00:00:00Z,2021-06-05T01:00:00Z,LBS15_ButterHill_Crossing_S53,out,0,109,49,2,0,0,0,0,Sat
2021-06-05T00:00:00Z,2021-06-05T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,out,0,139,1,0,0,0,0,0,Sat
2021-06-05T00:00:00Z,2021-06-05T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,out,1,225,7,0,0,0,0,0,Sat
2021-06-05T00:00:00Z,2021-06-05T01:00:00Z,LBS15_ButterHill_Road_S53,out,1622,35,108,47,2,4,0,160,Sat
2021-06-06T00:00:00Z,2021-06-06T01:00:00Z,LBS15_ButterHill_Crossing_S53,in,4,140,14,1,0,0,0,1,Sun
2021-06-06T00:00:00Z,2021-06-06T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,in,6,85,4,1,0,0,0,1,Sun
2021-06-06T00:00:00Z,2021-06-06T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,in,2,222,16,1,0,0,0,0,Sun
2021-06-06T00:00:00Z,2021-06-06T01:00:00Z,LBS15_ButterHill_Road_S53,in,1256,58,103,48,0,0,0,176,Sun
2021-06-06T00:00:00Z,2021-06-06T01:00:00Z,LBS15_ButterHill_Crossing_S53,out,0,108,27,0,0,0,0,0,Sun
2021-06-06T00:00:00Z,2021-06-06T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,out,0,103,2,0,0,0,0,0,Sun
2021-06-06T00:00:00Z,2021-06-06T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,out,1,221,12,0,0,0,0,0,Sun
2021-06-06T00:00:00Z,2021-06-06T01:00:00Z,LBS15_ButterHill_Road_S53,out,1227,20,106,36,2,1,0,93,Sun
2021-06-07T00:00:00Z,2021-06-07T01:00:00Z,LBS15_ButterHill_Crossing_S53,in,4,198,22,0,0,0,0,1,Mon
2021-06-07T00:00:00Z,2021-06-07T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,in,5,107,7,1,0,0,0,0,Mon
2021-06-07T00:00:00Z,2021-06-07T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,in,3,380,28,3,0,0,0,0,Mon
2021-06-07T00:00:00Z,2021-06-07T01:00:00Z,LBS15_ButterHill_Road_S53,in,1929,61,133,38,3,4,0,410,Mon
2021-06-07T00:00:00Z,2021-06-07T01:00:00Z,LBS15_ButterHill_Crossing_S53,out,0,166,58,1,0,0,0,0,Mon
2021-06-07T00:00:00Z,2021-06-07T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,out,0,165,5,0,0,0,0,0,Mon
2021-06-07T00:00:00Z,2021-06-07T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,out,2,352,11,3,0,0,0,0,Mon
2021-06-07T00:00:00Z,2021-06-07T01:00:00Z,LBS15_ButterHill_Road_S53,out,1815,13,127,43,11,4,1,302,Mon
2021-06-08T00:00:00Z,2021-06-08T01:00:00Z,LBS15_ButterHill_Crossing_S53,in,5,168,26,1,0,0,0,0,Tue
2021-06-08T00:00:00Z,2021-06-08T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,in,3,99,5,1,0,1,0,0,Tue
2021-06-08T00:00:00Z,2021-06-08T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,in,5,327,39,0,0,0,0,0,Tue
2021-06-08T00:00:00Z,2021-06-08T01:00:00Z,LBS15_ButterHill_Road_S53,in,2180,49,167,39,4,6,0,440,Tue
2021-06-08T00:00:00Z,2021-06-08T01:00:00Z,LBS15_ButterHill_Crossing_S53,out,1,148,62,4,0,0,0,0,Tue
2021-06-08T00:00:00Z,2021-06-08T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,out,0,161,6,1,0,0,0,0,Tue
2021-06-08T00:00:00Z,2021-06-08T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,out,0,305,23,1,0,0,0,0,Tue
2021-06-08T00:00:00Z,2021-06-08T01:00:00Z,LBS15_ButterHill_Road_S53,out,1940,21,129,39,15,6,0,312,Tue
2021-06-09T00:00:00Z,2021-06-09T01:00:00Z,LBS15_ButterHill_Crossing_S53,in,6,176,28,2,0,0,0,0,Wed
2021-06-09T00:00:00Z,2021-06-09T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,in,2,99,4,1,0,0,0,0,Wed
2021-06-09T00:00:00Z,2021-06-09T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,in,4,303,33,1,0,0,0,0,Wed
2021-06-09T00:00:00Z,2021-06-09T01:00:00Z,LBS15_ButterHill_Road_S53,in,2327,50,157,21,4,7,0,436,Wed
2021-06-09T00:00:00Z,2021-06-09T01:00:00Z,LBS15_ButterHill_Crossing_S53,out,3,141,61,2,0,0,0,1,Wed
2021-06-09T00:00:00Z,2021-06-09T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,out,0,155,4,0,0,0,0,0,Wed
2021-06-09T00:00:00Z,2021-06-09T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,out,3,295,14,0,0,0,0,0,Wed
2021-06-09T00:00:00Z,2021-06-09T01:00:00Z,LBS15_ButterHill_Road_S53,out,2103,33,129,48,9,13,0,307,Wed
2021-06-10T00:00:00Z,2021-06-10T01:00:00Z,LBS15_ButterHill_Crossing_S53,in,4,189,30,0,0,0,0,2,Thu
2021-06-10T00:00:00Z,2021-06-10T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,in,9,104,6,1,0,0,0,0,Thu
2021-06-10T00:00:00Z,2021-06-10T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,in,4,365,30,2,0,0,0,1,Thu
2021-06-10T00:00:00Z,2021-06-10T01:00:00Z,LBS15_ButterHill_Road_S53,in,2338,55,115,58,10,7,0,473,Thu
2021-06-10T00:00:00Z,2021-06-10T01:00:00Z,LBS15_ButterHill_Crossing_S53,out,0,171,52,3,0,0,0,1,Thu
2021-06-10T00:00:00Z,2021-06-10T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,out,0,122,5,0,0,0,0,0,Thu
2021-06-10T00:00:00Z,2021-06-10T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,out,0,327,12,2,0,0,0,0,Thu
2021-06-10T00:00:00Z,2021-06-10T01:00:00Z,LBS15_ButterHill_Road_S53,out,2056,19,125,57,18,6,0,362,Thu
2021-06-11T00:00:00Z,2021-06-11T01:00:00Z,LBS15_ButterHill_Crossing_S53,in,1,267,34,3,0,0,0,1,Fri
2021-06-11T00:00:00Z,2021-06-11T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,in,7,100,6,1,0,0,0,2,Fri
2021-06-11T00:00:00Z,2021-06-11T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,in,2,404,21,6,0,0,0,0,Fri
2021-06-11T00:00:00Z,2021-06-11T01:00:00Z,LBS15_ButterHill_Road_S53,in,2346,87,122,76,4,12,0,471,Fri
2021-06-11T00:00:00Z,2021-06-11T01:00:00Z,LBS15_ButterHill_Crossing_S53,out,0,214,36,4,0,0,0,0,Fri
2021-06-11T00:00:00Z,2021-06-11T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,out,0,145,1,0,0,0,0,0,Fri
2021-06-11T00:00:00Z,2021-06-11T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,out,0,380,10,5,0,0,0,0,Fri
2021-06-11T00:00:00Z,2021-06-11T01:00:00Z,LBS15_ButterHill_Road_S53,out,2210,17,98,62,13,14,0,314,Fri
2021-06-12T00:00:00Z,2021-06-12T01:00:00Z,LBS15_ButterHill_Crossing_S53,in,8,152,16,1,0,0,0,0,Sat
2021-06-12T00:00:00Z,2021-06-12T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,in,0,127,7,1,0,0,0,0,Sat
2021-06-12T00:00:00Z,2021-06-12T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,in,2,236,31,0,0,0,0,0,Sat
2021-06-12T00:00:00Z,2021-06-12T01:00:00Z,LBS15_ButterHill_Road_S53,in,1708,43,116,25,2,3,0,205,Sat
2021-06-12T00:00:00Z,2021-06-12T01:00:00Z,LBS15_ButterHill_Crossing_S53,out,1,87,54,0,0,0,0,0,Sat
2021-06-12T00:00:00Z,2021-06-12T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,out,0,161,5,1,0,0,0,0,Sat
2021-06-12T00:00:00Z,2021-06-12T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,out,0,263,16,1,0,0,0,0,Sat
2021-06-12T00:00:00Z,2021-06-12T01:00:00Z,LBS15_ButterHill_Road_S53,out,1634,28,120,42,4,5,0,146,Sat
2021-06-13T00:00:00Z,2021-06-13T01:00:00Z,LBS15_ButterHill_Crossing_S53,in,7,86,9,0,0,0,0,0,Sun
2021-06-13T00:00:00Z,2021-06-13T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,in,1,127,3,2,0,1,0,0,Sun
2021-06-13T00:00:00Z,2021-06-13T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,in,2,221,22,1,0,0,0,0,Sun
2021-06-13T00:00:00Z,2021-06-13T01:00:00Z,LBS15_ButterHill_Road_S53,in,1341,40,128,23,2,0,0,136,Sun
2021-06-13T00:00:00Z,2021-06-13T01:00:00Z,LBS15_ButterHill_Crossing_S53,out,0,77,41,1,0,0,0,0,Sun
2021-06-13T00:00:00Z,2021-06-13T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,out,0,139,2,0,0,0,0,0,Sun
2021-06-13T00:00:00Z,2021-06-13T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,out,0,169,5,0,0,0,0,0,Sun
2021-06-13T00:00:00Z,2021-06-13T01:00:00Z,LBS15_ButterHill_Road_S53,out,1357,11,102,33,5,0,0,71,Sun
2021-06-14T00:00:00Z,2021-06-14T01:00:00Z,LBS15_ButterHill_Crossing_S53,in,4,183,27,2,0,0,0,0,Mon
2021-06-14T00:00:00Z,2021-06-14T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,in,7,104,1,1,0,0,0,1,Mon
2021-06-14T00:00:00Z,2021-06-14T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,in,3,331,43,4,0,0,0,0,Mon
2021-06-14T00:00:00Z,2021-06-14T01:00:00Z,LBS15_ButterHill_Road_S53,in,2023,54,155,49,3,8,0,354,Mon
2021-06-14T00:00:00Z,2021-06-14T01:00:00Z,LBS15_ButterHill_Crossing_S53,out,1,164,65,3,0,0,0,0,Mon
2021-06-14T00:00:00Z,2021-06-14T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,out,0,143,2,0,0,0,0,0,Mon
2021-06-14T00:00:00Z,2021-06-14T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,out,0,301,20,1,0,0,0,0,Mon
2021-06-14T00:00:00Z,2021-06-14T01:00:00Z,LBS15_ButterHill_Road_S53,out,1870,24,136,48,11,13,0,277,Mon
2021-06-15T00:00:00Z,2021-06-15T01:00:00Z,LBS15_ButterHill_Crossing_S53,in,3,212,32,1,0,0,0,0,Tue
2021-06-15T00:00:00Z,2021-06-15T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,in,3,114,2,0,1,0,0,0,Tue
2021-06-15T00:00:00Z,2021-06-15T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,in,1,371,39,0,0,0,0,0,Tue
2021-06-15T00:00:00Z,2021-06-15T01:00:00Z,LBS15_ButterHill_Road_S53,in,2223,50,127,62,4,7,0,485,Tue
2021-06-15T00:00:00Z,2021-06-15T01:00:00Z,LBS15_ButterHill_Crossing_S53,out,0,160,49,3,0,0,0,0,Tue
2021-06-15T00:00:00Z,2021-06-15T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,out,0,146,4,0,0,0,0,0,Tue
2021-06-15T00:00:00Z,2021-06-15T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,out,1,352,13,3,0,0,0,0,Tue
2021-06-15T00:00:00Z,2021-06-15T01:00:00Z,LBS15_ButterHill_Road_S53,out,1962,14,137,45,18,8,0,323,Tue
2021-06-16T00:00:00Z,2021-06-16T01:00:00Z,LBS15_ButterHill_Crossing_S53,in,10,188,37,2,0,0,0,1,Wed
2021-06-16T00:00:00Z,2021-06-16T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,in,4,92,4,0,1,1,0,0,Wed
2021-06-16T00:00:00Z,2021-06-16T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,in,2,351,44,3,1,0,0,0,Wed
2021-06-16T00:00:00Z,2021-06-16T01:00:00Z,LBS15_ButterHill_Road_S53,in,2402,72,163,55,7,7,0,493,Wed
2021-06-16T00:00:00Z,2021-06-16T01:00:00Z,LBS15_ButterHill_Crossing_S53,out,0,182,52,2,0,0,0,0,Wed
2021-06-16T00:00:00Z,2021-06-16T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,out,0,139,5,0,0,0,0,0,Wed
2021-06-16T00:00:00Z,2021-06-16T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,out,1,314,13,3,0,0,0,1,Wed
2021-06-16T00:00:00Z,2021-06-16T01:00:00Z,LBS15_ButterHill_Road_S53,out,2089,21,124,54,10,5,0,351,Wed
2021-06-17T00:00:00Z,2021-06-17T01:00:00Z,LBS15_ButterHill_Crossing_S53,in,9,193,18,0,0,0,0,1,Thu
2021-06-17T00:00:00Z,2021-06-17T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,in,7,71,5,0,0,1,0,0,Thu
2021-06-17T00:00:00Z,2021-06-17T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,in,6,323,18,1,0,0,0,1,Thu
2021-06-17T00:00:00Z,2021-06-17T01:00:00Z,LBS15_ButterHill_Road_S53,in,2605,67,83,56,9,8,0,627,Thu
2021-06-17T00:00:00Z,2021-06-17T01:00:00Z,LBS15_ButterHill_Crossing_S53,out,0,156,34,3,0,0,0,0,Thu
2021-06-17T00:00:00Z,2021-06-17T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,out,0,116,1,0,0,0,0,0,Thu
2021-06-17T00:00:00Z,2021-06-17T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,out,0,328,12,1,0,0,0,0,Thu
2021-06-17T00:00:00Z,2021-06-17T01:00:00Z,LBS15_ButterHill_Road_S53,out,2111,18,88,45,15,9,0,368,Thu
2021-06-18T00:00:00Z,2021-06-18T01:00:00Z,LBS15_ButterHill_Crossing_S53,in,1,180,11,2,0,0,0,0,Fri
2021-06-18T00:00:00Z,2021-06-18T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,in,3,78,1,1,0,0,1,0,Fri
2021-06-18T00:00:00Z,2021-06-18T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,in,2,279,14,2,0,0,0,1,Fri
2021-06-18T00:00:00Z,2021-06-18T01:00:00Z,LBS15_ButterHill_Road_S53,in,2707,58,58,61,1,10,0,564,Fri
2021-06-18T00:00:00Z,2021-06-18T01:00:00Z,LBS15_ButterHill_Crossing_S53,out,2,139,21,1,0,0,0,0,Fri
2021-06-18T00:00:00Z,2021-06-18T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,out,0,124,1,0,0,0,0,0,Fri
2021-06-18T00:00:00Z,2021-06-18T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,out,1,311,6,2,0,0,0,0,Fri
2021-06-18T00:00:00Z,2021-06-18T01:00:00Z,LBS15_ButterHill_Road_S53,out,2410,11,62,40,18,11,0,344,Fri
2021-06-19T00:00:00Z,2021-06-19T01:00:00Z,LBS15_ButterHill_Crossing_S53,in,2,145,13,0,0,0,0,0,Sat
2021-06-19T00:00:00Z,2021-06-19T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,in,2,124,2,1,0,0,0,0,Sat
2021-06-19T00:00:00Z,2021-06-19T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,in,2,237,12,2,0,0,0,1,Sat
2021-06-19T00:00:00Z,2021-06-19T01:00:00Z,LBS15_ButterHill_Road_S53,in,1901,43,57,59,2,5,0,266,Sat
2021-06-19T00:00:00Z,2021-06-19T01:00:00Z,LBS15_ButterHill_Crossing_S53,out,2,121,20,3,0,0,0,1,Sat
2021-06-19T00:00:00Z,2021-06-19T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,out,0,106,3,0,0,0,0,0,Sat
2021-06-19T00:00:00Z,2021-06-19T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,out,0,240,9,1,0,0,0,0,Sat
2021-06-19T00:00:00Z,2021-06-19T01:00:00Z,LBS15_ButterHill_Road_S53,out,1818,24,73,40,8,2,0,163,Sat
2021-06-20T00:00:00Z,2021-06-20T01:00:00Z,LBS15_ButterHill_Crossing_S53,in,4,120,7,0,0,0,0,0,Sun
2021-06-20T00:00:00Z,2021-06-20T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,in,1,99,1,2,0,1,0,0,Sun
2021-06-20T00:00:00Z,2021-06-20T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,in,1,225,11,1,0,0,0,2,Sun
2021-06-20T00:00:00Z,2021-06-20T01:00:00Z,LBS15_ButterHill_Road_S53,in,1510,53,84,34,1,2,0,201,Sun
2021-06-20T00:00:00Z,2021-06-20T01:00:00Z,LBS15_ButterHill_Crossing_S53,out,1,108,25,2,0,0,0,0,Sun
2021-06-20T00:00:00Z,2021-06-20T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,out,0,107,1,0,0,0,0,0,Sun
2021-06-20T00:00:00Z,2021-06-20T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,out,0,213,5,1,0,0,0,0,Sun
2021-06-20T00:00:00Z,2021-06-20T01:00:00Z,LBS15_ButterHill_Road_S53,out,1452,13,75,22,4,1,0,111,Sun
2021-06-21T00:00:00Z,2021-06-21T01:00:00Z,LBS15_ButterHill_Crossing_S53,in,2,155,9,0,0,0,0,0,Mon
2021-06-21T00:00:00Z,2021-06-21T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,in,3,77,4,0,0,0,0,0,Mon
2021-06-21T00:00:00Z,2021-06-21T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,in,3,294,11,2,0,0,0,0,Mon
2021-06-21T00:00:00Z,2021-06-21T01:00:00Z,LBS15_ButterHill_Road_S53,in,2073,58,61,51,2,8,0,449,Mon
2021-06-21T00:00:00Z,2021-06-21T01:00:00Z,LBS15_ButterHill_Crossing_S53,out,0,168,12,1,0,0,0,1,Mon
2021-06-21T00:00:00Z,2021-06-21T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,out,0,99,193,0,0,0,0,0,Mon
2021-06-21T00:00:00Z,2021-06-21T01:00:00Z,LBS15_ButterHill_Path_RHS_S53,out,0,248,5,3,0,0,0,0,Mon
2021-06-21T00:00:00Z,2021-06-21T01:00:00Z,LBS15_ButterHill_Road_S53,out,1949,9,63,33,13,2,0,312,Mon
2021-06-22T00:00:00Z,2021-06-22T01:00:00Z,LBS15_ButterHill_Crossing_S53,in,6,184,16,1,0,0,0,1,Tue
2021-06-22T00:00:00Z,2021-06-22T01:00:00Z,LBS15_ButterHill_Path_LHS_S53,in,5,106,1,0,0,0,0,0,Tue
