UTC Time,Local Time (Sensor),countlineId,countlineName,direction,Car,Motorbike,Bus,OGV1,OGV2,LGV
11/10/2021 02:05,11/10/2021 03:05,22932,LBS15_ButterHill_Path_RHS_S53,in,0,0,0,0,0,0
11/10/2021 02:05,11/10/2021 03:05,22932,LBS15_ButterHill_Path_RHS_S53,out,0,0,0,0,0,0
11/10/2021 02:05,11/10/2021 03:05,22931,LBS15_ButterHill_Road_S53,in,0,0,0,0,0,0
11/10/2021 02:05,11/10/2021 03:05,22931,LBS15_ButterHill_Road_S53,out,0,0,0,0,0,0
11/10/2021 02:10,11/10/2021 03:10,22933,LBS15_ButterHill_Crossing_S53,in,0,0,0,0,0,0
11/10/2021 02:10,11/10/2021 03:10,22933,LBS15_ButterHill_Crossing_S53,out,0,0,0,0,0,0
11/10/2021 02:10,11/10/2021 03:10,22930,LBS15_ButterHill_Path_LHS_S53,in,0,0,0,0,0,0
11/10/2021 02:10,11/10/2021 03:10,22930,LBS15_ButterHill_Path_LHS_S53,out,0,0,0,0,0,0
11/10/2021 02:10,11/10/2021 03:10,22932,LBS15_ButterHill_Path_RHS_S53,in,0,0,0,0,0,0
11/10/2021 02:10,11/10/2021 03:10,22932,LBS15_ButterHill_Path_RHS_S53,out,0,0,0,0,0,0
11/10/2021 02:10,11/10/2021 03:10,22931,LBS15_ButterHill_Road_S53,in,0,0,0,0,0,0
11/10/2021 02:10,11/10/2021 03:10,22931,LBS15_ButterHill_Road_S53,out,0,0,0,0,0,0
11/10/2021 02:15,11/10/2021 03:15,22933,LBS15_ButterHill_Crossing_S53,in,0,0,0,0,0,0
11/10/2021 02:15,11/10/2021 03:15,22933,LBS15_ButterHill_Crossing_S53,out,0,0,0,0,0,0
11/10/2021 02:15,11/10/2021 03:15,22930,LBS15_ButterHill_Path_LHS_S53,in,0,0,0,0,0,0
11/10/2021 02:15,11/10/2021 03:15,22930,LBS15_ButterHill_Path_LHS_S53,out,0,0,0,0,0,0
11/10/2021 02:15,11/10/2021 03:15,22932,LBS15_ButterHill_Path_RHS_S53,in,0,0,0,0,0,0
11/10/2021 02:15,11/10/2021 03:15,22932,LBS15_ButterHill_Path_RHS_S53,out,0,0,0,0,0,0
11/10/2021 02:15,11/10/2021 03:15,22931,LBS15_ButterHill_Road_S53,in,0,0,0,0,0,0
11/10/2021 02:15,11/10/2021 03:15,22931,LBS15_ButterHill_Road_S53,out,0,0,0,0,0,0
11/10/2021 02:20,11/10/2021 03:20,22933,LBS15_ButterHill_Crossing_S53,in,0,0,0,0,0,0
11/10/2021 02:20,11/10/2021 03:20,22933,LBS15_ButterHill_Crossing_S53,out,0,0,0,0,0,0
11/10/2021 02:20,11/10/2021 03:20,22930,LBS15_ButterHill_Path_LHS_S53,in,0,0,0,0,0,0
11/10/2021 02:20,11/10/2021 03:20,22930,LBS15_ButterHill_Path_LHS_S53,out,0,0,0,0,0,0
11/10/2021 02:20,11/10/2021 03:20,22932,LBS15_ButterHill_Path_RHS_S53,in,0,0,0,0,0,0
11/10/2021 02:20,11/10/2021 03:20,22932,LBS15_ButterHill_Path_RHS_S53,out,0,0,0,0,0,0
11/10/2021 02:20,11/10/2021 03:20,22931,LBS15_ButterHill_Road_S53,in,0,0,0,0,0,0
11/10/2021 02:20,11/10/2021 03:20,22931,LBS15_ButterHill_Road_S53,out,0,0,0,0,0,0
11/10/2021 02:25,11/10/2021 03:25,22933,LBS15_ButterHill_Crossing_S53,in,0,0,0,0,0,0
11/10/2021 02:25,11/10/2021 03:25,22933,LBS15_ButterHill_Crossing_S53,out,0,0,0,0,0,0
11/10/2021 02:25,11/10/2021 03:25,22930,LBS15_ButterHill_Path_LHS_S53,in,0,0,0,0,0,0
