UTC Time,Local Time (Sensor),countlineId,countlineName,direction,Car,Pedestrian,Cyclist,Motorbike,Bus,OGV1,OGV2,LGV,,cars
03/11/2021 00:00,03/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,in,25,33,3,1,0,0,0,16,,in
03/11/2021 00:00,03/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,out,24,29,4,1,0,1,0,11,,
04/11/2021 00:00,04/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,in,47,10,0,1,0,0,0,5,,in
04/11/2021 00:00,04/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,out,30,11,0,1,0,0,0,8,,
05/11/2021 00:00,05/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,in,32,12,8,1,0,0,0,5,,in
05/11/2021 00:00,05/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,out,30,16,6,1,0,0,0,8,,
06/11/2021 00:00,06/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,in,71,9,0,1,0,0,0,2,,in
06/11/2021 00:00,06/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,out,25,14,0,1,0,1,0,3,,
07/11/2021 00:00,07/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,in,130,12,0,2,0,0,0,10,,in
07/11/2021 00:00,07/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,out,25,14,1,1,0,0,0,4,,
08/11/2021 00:00,08/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,in,41,27,5,1,0,3,0,5,,in
08/11/2021 00:00,08/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,out,27,21,2,1,0,1,0,11,,
09/11/2021 00:00,09/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,in,28,8,2,1,0,1,0,7,,in
09/11/2021 00:00,09/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,out,23,16,2,1,0,0,0,12,,
10/11/2021 00:00,10/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,in,40,24,11,3,2,4,0,33,,in
10/11/2021 00:00,10/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,out,37,21,1,2,0,2,0,13,,
11/11/2021 00:00,11/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,in,27,13,2,1,0,0,0,5,,in
11/11/2021 00:00,11/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,out,22,11,2,1,0,0,0,5,,
12/11/2021 00:00,12/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,in,31,18,2,1,0,2,0,6,,in
12/11/2021 00:00,12/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,out,27,16,3,1,0,3,0,6,,
13/11/2021 00:00,13/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,in,31,8,0,7,0,0,0,5,,in
13/11/2021 00:00,13/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,out,28,22,0,4,0,0,0,6,,
14/11/2021 00:00,14/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,in,21,11,1,5,0,0,0,5,,out
14/11/2021 00:00,14/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,out,21,13,1,0,0,2,0,15,,
15/11/2021 00:00,15/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,in,27,19,2,1,0,4,0,8,,in
15/11/2021 00:00,15/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,out,26,25,0,1,0,3,0,11,,
16/11/2021 00:00,16/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,in,27,9,2,3,0,0,0,4,,out
16/11/2021 00:00,16/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,out,29,14,0,1,0,0,0,6,,
17/11/2021 00:00,17/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,in,31,12,11,0,0,0,0,3,,in
17/11/2021 00:00,17/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,out,29,16,0,1,0,0,0,8,,
18/11/2021 00:00,18/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,in,27,9,3,1,0,0,0,8,,out
18/11/2021 00:00,18/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,out,27,12,0,1,0,1,0,10,,
19/11/2021 00:00,19/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,in,34,10,0,1,0,0,0,9,,out
19/11/2021 00:00,19/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,out,37,18,0,1,0,0,0,10,,
20/11/2021 00:00,20/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,in,42,25,1,1,0,0,0,2,,in
20/11/2021 00:00,20/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,out,28,34,1,1,0,0,0,5,,
21/11/2021 00:00,21/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,in,75,10,1,1,0,0,0,4,,in
21/11/2021 00:00,21/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,out,25,17,0,1,0,0,0,3,,
22/11/2021 00:00,22/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,in,19,11,3,1,0,2,0,7,,out
22/11/2021 00:00,22/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,out,20,12,0,1,0,2,0,11,,
23/11/2021 00:00,23/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,in,20,9,14,0,0,0,0,3,,out
23/11/2021 00:00,23/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,out,23,11,4,1,0,0,0,3,,
24/11/2021 00:00,24/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,in,33,13,3,1,0,0,0,9,,in
24/11/2021 00:00,24/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,out,23,19,1,0,0,0,0,13,,
25/11/2021 00:00,25/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,in,28,13,1,3,0,4,0,7,,in
25/11/2021 00:00,25/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,out,20,12,7,5,0,0,0,8,,
26/11/2021 00:00,26/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,in,41,12,2,1,0,0,0,10,,in
26/11/2021 00:00,26/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,out,32,16,1,1,0,0,0,9,,
27/11/2021 00:00,27/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,in,91,9,1,3,0,0,0,12,,in
27/11/2021 00:00,27/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,out,28,18,0,1,0,0,0,7,,
28/11/2021 00:00,28/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,in,43,10,2,3,0,0,0,5,,in
28/11/2021 00:00,28/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,out,26,14,3,1,0,0,0,4,,
29/11/2021 00:00,29/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,in,32,7,2,2,0,3,0,5,,in
29/11/2021 00:00,29/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,out,26,21,2,1,0,3,0,8,,
30/11/2021 00:00,30/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,in,35,21,2,1,0,1,0,4,,in
30/11/2021 00:00,30/11/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,out,29,21,1,1,0,1,0,6,,
01/12/2021 00:00,01/12/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,in,37,19,1,2,0,0,0,13,,in
01/12/2021 00:00,01/12/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,out,29,16,1,2,0,1,0,12,,
02/12/2021 00:00,02/12/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,in,35,12,5,0,0,0,0,11,,out
02/12/2021 00:00,02/12/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,out,36,10,0,1,0,0,0,9,,
03/12/2021 00:00,03/12/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,in,34,10,0,4,0,1,0,7,,in
03/12/2021 00:00,03/12/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,out,31,8,1,1,0,0,0,12,,
04/12/2021 00:00,04/12/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,in,42,18,1,1,0,0,0,5,,in
04/12/2021 00:00,04/12/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,out,40,13,0,1,0,0,0,3,,
05/12/2021 00:00,05/12/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,in,46,19,0,2,0,0,0,5,,in
05/12/2021 00:00,05/12/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,out,24,22,1,1,0,0,0,5,,
06/12/2021 00:00,06/12/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,in,12,10,2,1,0,2,0,5,,in
06/12/2021 00:00,06/12/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,out,5,11,1,0,0,1,0,8,,
07/12/2021 00:00,07/12/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,in,27,8,0,1,0,2,0,4,,out
07/12/2021 00:00,07/12/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,out,48,9,2,0,0,1,0,9,,
08/12/2021 00:00,08/12/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,in,35,22,4,1,0,2,0,4,,out
08/12/2021 00:00,08/12/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,out,35,12,0,1,0,1,0,5,,
09/12/2021 00:00,09/12/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,in,11,12,2,1,0,0,0,2,,out
09/12/2021 00:00,09/12/2021 00:00,23743,L16_ApeldoornDr_road_and_paths_s144,out,16,24,2,0,0,1,0,7,,
,,,,,,,,,,,,,,
,,,average IN,,38,15,2,2,0,1,0,6,,
,,,average OUT,,23,19,1,2,0,0,0,6,,
,,,,,,,,,,,,,,
,,,Total IN more than OUT,,,,,,,,,,,117
,,,Total OUT more than IN ,,,,,,,,,,,20
